evaluation_date,vol_amount_26,total_balance,avg_amount_26,avg_amount_12,avg_week_amount_14,weighted_avg_day_26,avg_week_amount_20,vol_amount_13
738672,0.0,-8.86,0.0,-17.985,-1437.295,0.0,-35.13,0.0
738642,0.0,0.01,0.0,-852.9985714285714,-1043.95,0.0,-318.18,-0.404471046870126
738620,-1.1399250800317584,561.38,-108.51399999999998,-2044.3742857142859,-4361.35,0.44636636747332403,-1098.6,-0.7716824708847647
738454,-0.0,-1658.62,-50.0,-61.47833333333333,-1739.84,5.5,-261.09,0.0
738609,0.0,299.94,0.0,-571.0,-225.395,0.0,-101.54,0.0
738561,0.0,3.83,0.0,-612.2366666666667,-2570.7799999999997,0.0,-20.990000000000002,-3.0652750317994406e-05
738651,0.0,95.87,0.0,0.0,-1529.24,0.0,-124.55499999999999,0.0
738553,-0.07001057239470768,584.56,-50.5,-1411.9233333333334,-1134.51,4.48019801980198,-506.37,-1.2985416788858148
738503,0.0,5.27,0.0,-19.5,-2284.585,0.0,-158.7,0.0
738513,0.0,48.6,0.0,-11.99,-2566.435,0.0,-101.29,-1.0704506574023662
738615,0.0,59.65,0.0,-1226.6571428571426,-9645.92,0.0,-1043.62,-0.8557068990720118
738491,-0.0,29.84,-40.0,-214.47714285714287,-3811.31,6.25,-44.650000000000006,0.0
738711,0.0,0.64,0.0,385.5,-1856.5149999999999,0.0,-47.14,0.0
738458,-0.0,-28.83,-144.23000000000002,-12.99,-141.175,4.688865007280036,-2707.8450000000003,0.0
738492,0.0,353.58,0.0,-13.986,-1291.54,0.0,-142.98000000000002,0.0
738671,-0.5632545621992263,749.68,-1145.445,-778.4866666666667,-1472.69,0.22532509199481687,-591.6949999999999,-0.8096486917349212
738650,0.0,295.89,0.0,-725.0083333333333,-2121.09,0.0,-1097.49,0.0
738525,0.0,36.9,0.0,-69.65666666666667,-410.79,0.0,-5136.5,-0.004646826956340619
738610,-0.23570226039551584,126.24,-120.0,-415.06166666666667,-3900.96,6.75,-92.75,0.0
738505,0.0,-60.55,0.0,-222.62166666666667,-1086.87,0.0,-64.975,-0.0
738656,-0.3772922512656185,21.94,-631.25,-920.3557142857143,-12925.47,0.3653465346534652,-5787.650000000001,-0.06962096262849625
738587,0.0,532.07,0.0,-327.22285714285715,-925.4050000000001,0.0,-22.965,-0.24370838886484686
738532,-0.0,16.64,-23.07,-76.935,-554.27,9.5,-137.5,-0.4714045207910317
738617,0.0,19.71,0.0,-65.485,-1199.92,0.0,-6561.5,0.0
738501,-1.111652484368237,48.53,-122.605,-84.05199999999999,-1752.97,6.684168671750744,-107.12,-0.0
738577,0.0,24.98,0.0,-47.72,-1235.11,0.0,-35.56,0.0
738459,-0.4496124031007752,26.64,-64.5,-1046.95,-204.26999999999998,2.4224806201550386,-1010.05,0.0
738460,0.0,-109.76,0.0,-20.24,-1213.54,0.0,-57.855000000000004,0.0
738479,0.0,36.94,0.0,0.0,-222.82,0.0,-15.98,0.0
738655,0.0,206.69,0.0,-685.4116666666667,-1161.995,0.0,-78.91,-0.15443212573862974
738537,0.0,134.97,0.0,-265.086,-378.31000000000006,0.0,0.0,-0.0
738469,-0.44696240982358293,308.87,-63.022000000000006,-406.4742857142857,-1004.755,2.1798578274253444,-55.785,-0.6577761190793218
738475,-0.4714045207910317,1858.54,-448.93500000000006,-3658.521666666666,-9082.16,4.5,-529.27,-0.16087215986740455
738567,-0.0,187.43,-100.0,-110.39285714285714,-671.3199999999999,12.5,-10.0,0.0
738528,0.0,47.72,0.0,-478.738,-1679.425,0.0,-159.42000000000002,0.0
738527,0.0,98.74,0.0,0.0,-1638.3049999999998,0.0,-766.76,-0.4283337915785995
738719,0.0,0.0,0.0,-755.0,-324.605,0.0,-16.79,0.0
738724,0.0,1.91,0.0,-196.7642857142857,-6254.31,0.0,-215.76,-1.1624603270540024
738516,-0.5900745265109072,75.75,-82.625,-1768.09,-2014.98,9.72087745839637,-159.16,-0.0
738529,-0.7897775632625681,477.87,-135.54500000000002,-222.892,-3570.22,2.4624110074145094,-344.56000000000006,-0.4086437480679293
738465,0.0,867.17,0.0,-302.225,-3571.16,0.0,0.0,-0.0
738701,0.0,606.03,0.0,-350.4783333333333,-814.71,0.0,-317.38,0.0
738658,0.0,896.65,0.0,-178.22714285714287,-1106.76,0.0,-1069.585,0.0
738526,-0.0,-24.13,-76.0,-137.96249999999998,-1365.3649999999998,0.1710526315789469,-524.13,-0.6387631680113252
738614,0.0,-19.99,0.0,-569.3316666666666,-2547.7599999999998,0.0,-78.85,0.0
738471,0.0,11.45,0.0,-36.905,-784.2550000000001,0.0,0.0,0.0
738481,0.0,8.03,0.0,-92.666,-2342.235,0.0,-228.685,-0.4444820672450002
738630,0.0,0.56,0.0,-66.485,-1118.25,0.0,-44.19,0.0
738479,0.0,1531.55,0.0,-14.660000000000002,-3613.36,0.0,-144.87,0.0
738468,0.0,19.48,0.0,-124.0,-484.21999999999997,0.0,-124.14,0.0
738517,0.0,5.49,0.0,-186.98200000000003,-265.995,0.0,-187.18,-0.4671073806590258
738559,-0.7236719826974649,831.75,-323.8,-108.10500000000002,-2144.47,0.8440395305744275,-376.99,0.0
738517,0.0,-175.51,0.0,-521.0300000000001,-3306.865,0.0,-447.84999999999997,-0.11235075186599144
738638,-0.9703454893656461,14.87,-623.8766666666667,-507.5785714285715,-3053.68,2.1787345789498964,-29.97,-0.42220862864249903
738514,0.0,821.57,0.0,-106.40333333333335,-366.405,0.0,-23.47,0.0
738460,0.0,3.07,0.0,-233.67666666666665,-1266.5149999999999,0.0,-112.72,-0.0
738504,-0.8486511960151375,-19.71,-79.5,-639.4300000000001,-714.62,3.034591194968554,-203.49,-0.3824008344648923
738588,-1.0101525445522108,212.75,-70.0,-772.0757142857143,-3912.64,5.5,-182.82999999999998,-1.1368599438741105
738517,0.0,0.01,0.0,-1898.5433333333333,-1821.98,0.0,-67.71000000000001,-0.9539215667210452
738497,0.0,41.24,0.0,-226.63833333333332,-1576.5,0.0,0.0,-0.21843153891695752
738581,-0.4107726740142127,-339.81,-45.629999999999995,-567.4816666666667,-3778.8,5.253451676528602,-109.93,-0.6623706819872723
738502,-0.5900052240498814,0.0,-149.47833333333332,-388.786,-608.84,5.526926979383859,-168.20999999999998,-0.0
738642,0.0,1.83,0.0,-619.63,-309.485,0.0,-20.965,0.0
738636,0.0,119.08,0.0,0.0,-76.775,0.0,0.0,0.0
738671,-1.0706471043422883,6.85,-156.16,-66.44,-146.58499999999998,2.808209528688524,-229.485,-0.0
738478,-0.5389558014290327,23.69,-79.40666666666667,0.0,-364.885,0.48933758710435704,-17.24,-0.0
738527,-0.8154384664062488,1962.47,-400.6466666666667,-407.01,-5412.53,1.0859360700201357,-636.0,-0.6946513926342454
738534,0.0,-25.67,0.0,-168.99666666666667,-882.575,0.0,-37.1,-0.655509977205478
738483,-0.18622453586930038,-44.68,-115.16499999999999,-638.0749999999999,-442.47,2.253831459210698,-16.57,-0.0
738658,0.0,49.77,0.0,0.0,-110.375,0.0,0.0,0.0
738518,0.0,8.97,0.0,-63.18,-3839.42,0.0,-297.05499999999995,-0.0
738682,0.0,0.13,0.0,-11.99,-503.66,0.0,0.0,0.0
738457,0.0,11.27,0.0,-208.52400000000003,-3136.77,0.0,-230.45,-0.1709935718258066
738714,0.0,420.96,0.0,-325.09250000000003,-3155.7650000000003,0.0,-257.6,0.0
738705,0.0,12.79,0.0,0.0,-968.66,0.0,-178.37,0.0
738490,0.0,1956.82,0.0,-900.4233333333333,-3243.46,0.0,-15.95,-0.5042202880037303
738478,0.0,-34.02,0.0,-17.9925,-246.87,0.0,-29.16,0.0
738729,-0.7582561507961298,393.02,-175.59,-613.0559999999999,-2121.835,2.136539666268014,-80.24,-0.0
738718,-0.0,100.51,-60.0,0.0,-2323.695,3.5,-175.94,-0.07122455516129503
738512,0.0,1.85,0.0,0.0,-580.1949999999999,0.0,-44.830000000000005,0.0
738631,-0.4959107091144591,-0.44,-139.305,-200.49,-615.7,3.0161875022432802,-219.81,-0.04912922443820386
738614,0.0,61.94,0.0,-302.058,-4270.610000000001,0.0,-247.55,-0.45310164457831764
738708,-0.45892204496354694,287.72,-296.08000000000004,-2933.9966666666664,-2587.695,1.3940826803566644,-658.26,-0.32259358017375456
738461,0.0,5.12,0.0,0.0,-116.42,0.0,-89.995,0.0
738625,0.0,2.06,0.0,-254.31,-2271.9,0.0,-150.885,0.3584201217487974
738475,0.0,3471.27,0.0,-58.56166666666667,-24608.82,0.0,-228.74,-0.0
738523,0.0,954.44,0.0,0.0,-83.61999999999999,0.0,-27.98,-0.0
738564,0.0,55.88,0.0,-142.748,-186.04500000000002,0.0,-490.58000000000004,-0.15574188843545447
738505,0.0,0.01,0.0,-234.66,-166.14,0.0,-63.57000000000001,0.0
738635,0.0,0.82,0.0,-63.237500000000004,-868.345,0.0,0.0,-0.45955386573203194
738704,0.0,2.91,0.0,-120.05999999999999,-1006.1500000000001,0.0,-230.38,0.0
738528,0.0,11.76,0.0,-97.84142857142857,-1379.29,0.0,-21.58,0.0
738668,-0.7578548915707949,575.66,-192.65,-89.125,-5330.14,2.9483951898953205,-433.15000000000003,-0.3726779962499649
738556,0.0,-179.86,0.0,-264.2985714285714,-7451.41,0.0,-254.86,-0.0
738546,0.0,0.0,0.0,-91.825,-64.965,0.0,-77.84,0.0
738704,-1.71554631758486,81.27,-252.375,0.0,-869.8,5.395988112927192,-167.62,0.0
738659,0.0,62.95,0.0,-470.0,-1307.0300000000002,0.0,-111.15,-1.0423808082395953
738732,0.0,1456.65,0.0,-56.936,-652.77,0.0,-23.020000000000003,0.0
738474,0.0,195.5,0.0,-33.29,-127.24,0.0,-76.84500000000001,0.0
738730,0.0,-78.33,0.0,-125.37,-969.915,0.0,-21.78,-0.0
738529,0.0,-41.18,0.0,-43.18571428571429,-646.785,0.0,-253.15,0.0
738521,0.0,302.0,0.0,-320.31333333333333,-904.9100000000001,0.0,-57.345,0.0
738621,0.0,4.64,0.0,0.0,-380.0,0.0,0.0,-0.0
738673,0.0,2325.09,0.0,-4734.212,-7203.71,0.0,-1366.09,-0.0
738489,0.0,125.46,0.0,-222.07399999999998,-2609.205,0.0,-108.65,-0.0
738724,0.0,671.22,0.0,-231.24,-5691.79,0.0,-136.35,-0.5346695990627076
738633,0.0,7.28,0.0,-30.5,-1961.3600000000001,0.0,-253.17999999999998,-0.00026223327896577486
738680,0.0,61.98,0.0,0.0,-856.565,0.0,-73.325,0.0
738462,0.0,196.6,0.0,-200.0,-621.4,0.0,-131.945,0.0
738656,0.0,11.8,0.0,-506.1133333333333,-970.61,0.0,-111.01,-0.7857484657467736
738501,0.0,34.92,0.0,-108.1125,-480.585,0.0,-41.415000000000006,-0.13376175563451043
738512,0.0,0.01,0.0,-140.854,-705.36,0.0,-225.02,-0.34891927137178247
738639,0.0,1383.43,0.0,-169.89,-988.1200000000001,0.0,0.0,0.0
738563,-0.8893033094740219,-191.45,-524.0642857142858,-1344.1014285714284,-3919.4900000000002,1.8059820905286976,-284.42,0.0
738676,0.0,24.77,0.0,-718.0,-484.54,0.0,-10.0,-0.43809451718595277
738486,-0.0,70.09,-286.18,-519.976,-1759.24,4.5,0.0,0.0
738521,0.0,0.16,0.0,-613.7083333333334,-990.76,0.0,-256.28000000000003,-0.6632674441968196
738672,0.0,30.01,0.0,-253.4075,-2406.18,0.0,-55.705,-1.7486451650564545
738680,-0.0,1024.87,-34.95,-144.37857142857143,-1796.245,2.5,-187.8,-0.048463105414900766
738584,0.0,747.41,0.0,-90.5,-715.07,0.0,-408.76,-0.0
738613,-0.5264022329470478,33.03,-119.49833333333333,-439.0366666666667,-2335.41,2.9315680832368667,-738.84,-0.08424652842161878
738479,0.0,1.43,0.0,-55.14,-162.05,0.0,-25.81,-0.0
738475,0.0,-67.57,0.0,-40.795,-1059.0,0.0,-113.415,-0.6137602491187116
738712,0.0,0.01,0.0,-552.9825,-1669.995,0.0,-140.425,-0.2707434648291816
738462,0.0,540.86,0.0,-146.73499999999999,-715.4449999999999,0.0,-576.79,-0.9598070640790227
738652,0.0,0.68,0.0,-14.49,-848.4549999999999,0.0,-121.19999999999999,0.0
738613,0.0,1155.73,0.0,-1507.5283333333334,-2963.97,0.0,-368.11,-1.1450687198475338
738704,-0.0,8.33,-340.0,-613.4228571428572,-1324.245,10.5,-99.94999999999999,-0.0
738615,0.0,-15.89,0.0,-244.41000000000003,-811.0899999999999,0.0,0.0,0.0
738598,0.0,267.53,0.0,-81.09666666666666,-1485.79,0.0,-7721.12,-0.0
738722,0.0,20.91,0.0,-338.66,-569.225,0.0,-34.485,0.0
738515,0.0,35.23,0.0,-390.68,-1178.37,0.0,-271.41499999999996,-0.14736325069955253
738511,0.0,399.5,0.0,-173.49,-419.66999999999996,0.0,-119.65,-0.035352718509700176
738627,0.0,696.24,0.0,-160.28285714285715,-2160.2799999999997,0.0,-204.34,-0.34641016151377546
738477,-0.26720267741965176,-18.16,-411.575,857.7814285714286,-6391.27,2.0890906882099287,-1557.6299999999999,0.0
738663,0.0,0.1,0.0,-58.153333333333336,-1167.05,0.0,-247.02999999999997,0.0
738683,-0.47667487337937436,900.51,-43.333333333333336,-712.8128571428572,-2782.09,0.17307692307692335,-185.04,-1.1247783879009015
738468,0.0,-42.55,0.0,-170.988,-2602.0,0.0,-460.33,-0.5291969525671356
738526,-0.3142696805273545,56.83,-45.0,-250.125,-1366.475,5.333333333333334,-49.205,-0.00682931022973293
738644,0.0,349.04,0.0,-391.15999999999997,-1561.6,0.0,-629.74,0.0
738700,0.0,0.01,0.0,-118.0,-1761.89,0.0,-111.94,-0.0
738482,0.0,364.97,0.0,-234.12000000000003,-1120.7649999999999,0.0,0.0,0.0
738483,0.0,412.74,0.0,0.0,-1409.0700000000002,0.0,-71.24000000000001,0.0
738549,0.0,6.21,0.0,702.3583333333332,-949.6,0.0,-21.215,0.0
738673,0.0,289.05,0.0,-45.345,-925.3499999999999,0.0,-163.57500000000002,0.0
738733,0.0,219.32,0.0,-1076.5583333333334,-607.245,0.0,-115.5,-0.3667006007004026
738652,0.0,141.63,0.0,0.0,-278.24,0.0,-95.195,0.0
738588,0.0,1429.63,0.0,-28.169999999999998,-872.145,0.0,-63.185,0.0
738461,0.0,75.14,0.0,-706.6833333333334,-1608.5400000000002,0.0,-329.97,0.0
738573,0.0,379.34,0.0,-670.8685714285714,-982.0699999999999,0.0,-267.065,0.0
738527,0.0,285.01,0.0,-344.1616666666667,-861.475,0.0,-129.915,-0.20623947784607638
738573,0.0,784.0,0.0,-326.65714285714284,-1632.4,0.0,-149.82,-0.19627528292364657
738589,-1.142656021032534,73.32,-241.66666666666666,-401.01142857142855,-721.4,1.846206896551724,-415.37,0.0
738461,-0.9869199821775804,18.2,-165.485,-151.77,-3147.24,9.255355470284316,-330.14,-0.03487325220678582
738670,0.0,-15.18,0.0,-91.3,-1396.75,0.0,-97.32000000000001,0.0
738512,0.0,55.89,0.0,-540.0,-1828.5499999999997,0.0,-233.55,-0.062153993062502674
738727,0.0,770.21,0.0,-844.0200000000001,-1105.79,0.0,-86.18,0.0
738485,-0.6628287474500084,125.26,-15.809999999999999,-112.12166666666667,-3098.6949999999997,2.389943074003794,-75.185,-0.6784266118635024
738699,0.0,142.05,0.0,-60.99,-2371.48,0.0,-311.24,0.0
738523,0.0,-38.05,0.0,-750.3066666666667,-136.68,0.0,-81.39999999999999,-0.0
738551,0.0,336.41,0.0,-556.1966666666666,-556.63,0.0,-24.235,0.0
738533,0.0,343.07,0.0,-601.61,-704.72,0.0,-878.68,-0.38652166763390977
738714,-0.9117582524100285,721.52,-309.95,-916.1283333333334,-2310.57,1.2320212937570574,-190.94,-0.33394928556082126
738552,0.0,51.11,0.0,-32.873333333333335,-887.34,0.0,-468.94,-0.008313029350782535
738704,-0.0,76.05,-30.0,0.0,-318.525,13.5,-131.715,0.0
738636,0.0,0.0,0.0,-140.602,-350.385,0.0,-49.53999999999999,0.0
738706,0.0,24.13,0.0,-376.99333333333334,-792.745,0.0,-65.875,0.0
738622,0.0,672.74,0.0,-515.5571428571428,-1529.085,0.0,-97.25,-0.17525814285559804
738599,0.0,485.09,0.0,-175.90333333333334,-1346.8,0.0,-193.95,0.0
738536,-0.4165977904505309,0.79,-73.33333333333333,-16.12,-423.81,4.227272727272727,-50.19,-0.02209708691207961
738454,0.0,-31.27,0.0,-216.07833333333335,-1397.0,0.0,-244.82999999999998,-0.0
738675,0.0,10.32,0.0,-385.68,-5609.91,0.0,-46.9,-0.39782291509531653
738665,0.0,90.4,0.0,-1314.1816666666666,-719.9649999999999,0.0,-38.75,0.0
738672,0.0,1232.07,0.0,-419.74666666666667,-2214.57,0.0,-185.15,0.0
738478,0.0,29.94,0.0,0.0,-79.975,0.0,-37.99,0.0
738532,-0.514234302981562,228.91,-102.14,-416.29833333333335,-359.68,7.136185627570001,-90.19,-0.0
738730,-0.7319175454387071,-25.8,-114.0,-76.0,-546.02,1.3552631578947363,-34.21,0.0
738595,-0.6862216397574143,0.07,-89.0,-108.97714285714285,-691.13,0.7359550561797761,-180.87,0.0
738479,-0.0,-42.59,-57.0,-191.22500000000002,-876.3100000000001,12.5,-8.51,0.0
738530,0.0,6.33,0.0,-59.37,-1935.44,0.0,-158.65,-0.0004115449179617648
738706,0.0,9.21,0.0,-594.3016666666667,-1284.455,0.0,0.0,0.0
738541,0.0,128.82,0.0,0.0,-284.625,0.0,0.0,0.0
738574,0.0,37.12,0.0,-249.89166666666668,-392.62,0.0,-37.5,0.0
738707,0.0,1418.14,0.0,-1670.8716666666667,-8107.7300000000005,0.0,-572.83,0.0
738610,0.0,1750.86,0.0,-151.74,-618.515,0.0,-135.67000000000002,-0.0
738721,0.0,976.11,0.0,0.0,-2217.45,0.0,-361.95,-0.29195071505280884
738478,0.0,605.45,0.0,-372.06500000000005,-486.38,0.0,-36.415,-0.0
738483,-0.19064416077524712,1974.55,-2452.0333333333333,-4022.69,-4400.36,1.0063382770761713,-590.76,-0.1623049022525715
738497,0.0,50.73,0.0,0.0,-230.75000000000003,0.0,-32.505,0.0
738641,0.0,105.09,0.0,-257.0,-979.9449999999999,0.0,-93.815,-0.0
738624,0.0,1528.67,0.0,-132.728,-395.19000000000005,0.0,-75.26,-0.36813708646255355
738518,-0.0,0.29,-28.0,-147.73,-255.66,0.5,-11.33,0.0
738535,-0.03822198817224581,0.61,-106.375,-723.9271428571428,-1268.695,9.878378378378379,-100.88999999999999,-0.0
738627,-0.4216854185950998,210.58,-39.1625,-389.9142857142857,-880.05,4.5529843600383035,-70.14999999999999,0.0
738453,0.0,24.72,0.0,-50.0,-1700.71,0.0,-151.52,0.0
738565,0.0,-3.58,0.0,0.0,0.0,0.0,0.0,0.0
738493,-0.1575541460415656,73.63,-112.42500000000001,-210.31,-392.33,4.990104514120521,0.0,-0.0
738539,0.0,-174.36,0.0,0.0,-2481.5950000000003,0.0,0.0,0.0
738641,0.0,0.42,0.0,-32.35666666666666,-129.255,0.0,0.0,0.0
738572,0.0,256.02,0.0,-506.1266666666667,-548.15,0.0,-2780.2,0.0
738489,-0.6049267484668546,1224.94,-132.25,-179.57599999999996,-4382.485000000001,3.6531190926276,-39245.865,0.0
738686,0.0,76.01,0.0,-681.4242857142857,-838.135,0.0,-294.555,0.0
738477,0.0,0.01,0.0,-123.98,-1984.74,0.0,-145.56,-0.19276989188390709
738607,-0.2676945217028218,9.41,-34.4,-165.05,-1325.92,2.5232558139534866,-30.98,-0.09119746718658296
738497,-0.10101525445522107,223.85,-84.0,-177.38400000000001,-880.5999999999999,7.071428571428573,-10.59,-0.37712361663282534
738462,0.0,707.7,0.0,-199.976,-334.025,0.0,0.0,0.0
738602,0.0,2078.72,0.0,-1314.5657142857142,-2322.83,0.0,-675.585,-0.424488716516832
738498,-1.131370849898476,81.52,-250.0,-16.0,-948.225,2.3000000000000007,-16.215,0.0
738630,-0.6562677610421237,770.64,-90.9525,-1322.0142857142857,-1403.805,0.990860614056789,-338.07,-0.8818775361917723
738630,0.0,753.1,0.0,0.0,-441.21000000000004,0.0,-185.135,0.0
738689,-1.2468569934712788,1.85,-173.08666666666667,-1143.6583333333333,-775.305,1.728440472980779,-260.87,-2.1123571837216857
738503,-0.0,1051.92,-73.0,-794.822,-3283.905,2.5,-768.41,-0.8520092785004676
738623,-0.6134130013327738,148.06,-56.0,-1037.7885714285715,-1008.2049999999999,1.928571428571427,-59.1,-0.00013531479293881412
738569,0.0,278.33,0.0,-40.0,-372.075,0.0,-250.57,-0.0
738699,-1.1081551078485998,4650.09,-321.7266666666667,-2174.4514285714286,-12634.74,4.874515634389439,-1155.09,0.0
738622,0.0,-41.3,0.0,-263.34714285714284,-1515.135,0.0,-66.145,-0.0
738561,0.0,162.61,0.0,-465.94,-1797.37,0.0,-232.32,-0.3543616255480662
738462,-0.13013465688545595,776.1,-2153.04,-725.2442857142858,-607.55,2.3377975637548154,-915.98,-0.44829084386815293
738559,0.0,42.46,0.0,0.0,-431.99,0.0,-67.3,-0.0
738503,-1.1783741927453395,55.94,-339.3333333333333,-83.73,-2652.5,7.545186640471512,-37.415,0.0
738718,0.0,93.03,0.0,-281.1985714285714,-3922.64,0.0,-140.04,0.0
738497,0.0,-4.57,0.0,-776.6666666666666,-1008.875,0.0,-81.025,0.0
738459,-0.4662875110673841,63.66,-368.5,0.0,-673.585,5.707598371777475,0.0,0.0
738649,-0.2069230209978794,54.34,-382.5083333333334,-1878.0385714285712,-2225.55,2.6682447005511882,-745.5,-0.17775813145058456
738569,0.0,1.15,0.0,-882.6914285714286,-1369.54,0.0,-207.38,-0.3135082174249615
738719,0.0,388.02,0.0,-246.235,-2689.18,0.0,-261.06,0.0
738605,0.0,-28.95,0.0,-1223.1416666666667,-1078.445,0.0,-246.125,-0.0
738461,-1.0160506733903203,97.75,-81.305,-358.7583333333334,-1584.66,5.018664288789129,-99.94999999999999,-0.7340402588129378
738707,0.0,20.97,0.0,-1099.5416666666667,-320.195,0.0,-144.425,-0.0
738730,0.0,-7.3,0.0,-35.6375,-1872.6749999999997,0.0,-172.87,-0.0
738622,0.0,4.39,0.0,-49.001666666666665,-606.78,0.0,-146.39499999999998,-0.18721518782371785
738660,0.0,231.36,0.0,-57.567499999999995,-1376.96,0.0,-115.715,0.0
738708,0.0,25.54,0.0,0.0,-16.73,0.0,-67.265,0.0
738545,-0.0,5.73,-44.0,-54.9925,-3618.02,2.5,-213.65,0.0
738616,0.0,203.48,0.0,-341.97,-660.94,0.0,-25.92,0.0
738655,0.0,128.71,0.0,-604.4966666666667,-1785.155,0.0,-368.77,0.0
738618,0.0,2.16,0.0,-78.15,-1028.355,0.0,-114.97999999999999,-0.0
738508,-0.31556576648770096,182.58,-40.089999999999996,-80.1842857142857,-1672.61,3.035960754967988,-190.95,-0.0
738513,0.0,203.5,0.0,-171.555,-963.5049999999999,0.0,-37.435,-0.4763078256464123
738512,0.0,337.8,0.0,-29.8675,-1097.335,0.0,-919.7700000000001,0.0
738498,0.0,206.67,0.0,-296.24,-2891.05,0.0,0.0,-0.20176450226199757
738720,-0.1991138530110836,-44.55,-123.25,-284.97285714285715,-12179.975,4.601419878296145,-39.705,-0.0
738462,0.0,96.09,0.0,-183.33333333333334,-1402.105,0.0,-474.41499999999996,-0.0
738675,-0.2522091740116154,403.47,-52.0,-363.46,-9675.14,2.1538461538461533,0.0,0.0
738631,-0.0,621.23,-40.0,20.235714285714273,-1729.3899999999999,15.5,-26.005000000000003,-0.20185461033382104
738680,0.0,229.38,0.0,0.0,-2928.58,0.0,-55.58,0.0
738695,0.0,18.79,0.0,0.0,-623.2,0.0,-71.30000000000001,0.0
738698,0.0,2.04,0.0,-405.15166666666664,-822.2750000000001,0.0,-129.82,-0.12981654397305184
738467,0.0,1738.48,0.0,-774.995,-1533.85,0.0,0.0,-0.3311180300950083
738717,0.0,12.02,0.0,-221.82000000000002,-2839.21,0.0,-148.51,0.0
738616,0.0,54.46,0.0,0.0,-7262.675,0.0,-48.660000000000004,-0.0
738538,0.0,79.46,0.0,-444.39,-539.045,0.0,-50.95,-0.08405036038569444
738609,0.0,1.4,0.0,-78.155,-1946.96,0.0,-253.26999999999998,-0.28378703057063737
738711,0.0,1191.91,0.0,-465.99142857142857,-9591.17,0.0,-355.77,-0.0
738470,0.0,177.76,0.0,-20.0,-2584.72,0.0,-5.04,-0.5462374340090208
738475,0.0,25.39,0.0,-166.35333333333332,-2006.785,0.0,-71.92500000000001,0.0
738525,-0.4714045207910317,90.97,-45.0,-92.48166666666667,-1599.465,13.5,-65.595,-0.6622808982360946
738461,-0.0,-37.78,-56.0,-57.699999999999996,-1267.6100000000001,10.5,-284.685,-0.0
738680,0.0,295.49,0.0,-303.75,-775.75,0.0,0.0,0.0
738460,0.0,179.18,0.0,-268.07500000000005,-3670.64,0.0,-698.4,0.0
738480,0.0,-44.48,0.0,-78.81833333333334,-1624.99,0.0,-64.67,0.0
738583,-0.4305614088441294,299.33,-143.81428571428572,-39.78666666666667,-2499.435,6.50520512565809,-119.00500000000001,-0.436156640505122
738517,0.0,-149.69,0.0,-64.96666666666667,-2762.58,0.0,-90.53999999999999,0.0
738617,0.0,973.38,0.0,-83.72166666666665,-8827.105,0.0,-122.155,-0.0
738733,-0.0,65.04,-25.0,-203.83,-3631.18,13.0,-63.26,-0.000193285669584176
738581,-0.3273268353539886,502.25,-46.666666666666664,-749.5666666666666,-3675.05,0.9285714285714288,-330.21,-0.9176748466698571
738585,0.0,-96.53,0.0,0.0,-595.47,0.0,-64.92,0.0
738542,0.0,29.22,0.0,-10.64,-1038.75,0.0,-48.870000000000005,-0.6129834239111749
738679,0.0,210.47,0.0,-81.81,-9676.81,0.0,-555.5500000000001,0.0
738476,0.0,85.65,0.0,-60.15,-1228.41,0.0,-1129.84,0.0
738623,-0.7788220293748441,380.34,-99.91000000000001,-1188.6914285714286,-1512.765,12.465735828912688,-228.915,0.0
738584,0.0,61.89,0.0,217.9742857142857,-2206.075,0.0,-163.2,-0.3917860422915671
738490,0.0,0.87,0.0,-230.485,-983.27,0.0,0.0,0.0
738657,0.0,8.31,0.0,-214.23000000000002,-594.075,0.0,-571.675,0.0
738469,0.0,127.49,0.0,0.0,-645.3050000000001,0.0,-50.12,-0.3079492272678448
738605,0.0,734.42,0.0,-106.0,-2824.45,0.0,-94.56,0.0
738457,0.0,56.79,0.0,-123.71499999999999,-627.47,0.0,-236.60999999999999,-0.4714045207910316
738685,-0.42816291782032867,24.15,-79.71428571428571,-228.57571428571433,-1530.23,2.3154121863799286,-263.33,0.0
738609,0.0,4.27,0.0,-1004.3950000000001,-1053.99,0.0,0.0,-0.0
738643,-0.20817435213675964,708.01,-222.82666666666668,-50.184,-2431.54,6.946236237434178,-180.86,0.0
738656,-0.6351325466393248,364.73,-76.0,0.0,-5265.43,2.1052631578947363,-129.44,-0.11006483422392305
738624,0.0,13.02,0.0,-193.7325,-554.64,0.0,-177.53,-0.4337075827402093
738578,-0.6724815845428967,127.41,-320.315,-253.82333333333335,-2086.2400000000002,0.0683936125376583,-58.349999999999994,-0.0
738506,-0.848528137423857,138.79,-75.0,-275.03499999999997,-1335.1399999999999,8.899999999999999,-59.97,0.0
738613,0.0,1.38,0.0,-10.04,-112.35,0.0,-99.0,0.0
738707,0.0,-20.55,0.0,-157.4625,-711.995,0.0,0.0,-0.0
738707,-0.2636669353576957,2.92,-1475.0,-51.57333333333333,-1137.24,0.6016949152542388,-53.38,-0.1788207770747121
738476,-0.0,101.11,-19.85,-73.48666666666666,-444.28499999999997,14.5,-25.665,0.0
738508,0.0,219.38,0.0,0.0,-3760.6049999999996,0.0,-1432.26,-0.7934842087979285
738620,-0.6866019048350561,109.27,-143.454,-862.9514285714286,-756.22,1.2805847170521538,-251.17,0.0
